0,male,1
1,female,1
2,male,1
3,female,1
4,female,1
5,female,1
6,female,1
7,female,1
8,male,1
9,female,1
10,male,1
11,male,1
12,male,1
13,female,1
14,male,1
15,male,1
16,female,1
17,female,1
18,male,1
19,female,1
20,male,1
21,female,1
22,female,1
23,female,1
24,male,1
25,male,1
26,male,1
27,female,1
28,male,1
29,female,1
30,female,1
31,male,1
32,male,1
33,female,1
34,male,1
35,female,1
36,male,1
37,female,1
38,male,1
39,male,1
40,male,1
41,male,1
42,female,1
43,male,1
44,male,1
45,male,1
46,male,1
47,female,1
48,male,1
49,male,1
50,male,1
51,male,1
52,female,1
53,male,1
54,female,1
55,male,1
56,female,1
57,male,1
58,male,1
59,male,1
60,male,1
61,female,1
62,male,1
63,female,1
64,female,1
65,male,1
66,male,1
67,male,1
68,female,1
69,male,1
70,male,1
71,male,1
72,female,1
73,female,1
74,male,1
75,female,1
76,female,1
77,male,1
78,male,1
79,male,1
80,male,1
81,male,1
82,male,1
83,male,1
84,male,1
85,female,1
86,male,1
87,female,1
88,male,1
89,male,1
90,male,1
91,female,1
92,male,1
93,male,1
94,male,1
95,male,1
96,female,1
97,male,1
98,female,1
99,male,1
100,female,1
101,male,1
102,female,1
103,female,1
104,female,1
105,male,1
106,male,1
107,male,1
108,female,1
109,female,1
110,male,1
111,male,1
112,male,1
113,female,1
114,female,1
115,male,1
116,female,1
117,female,1
118,female,1
119,male,1
120,female,1
121,female,1
122,female,1
123,female,1
124,male,1
125,female,1
126,female,1
127,male,1
128,male,1
129,female,1
130,female,1
131,male,1
132,male,1
133,male,1
134,male,1
135,male,1
136,female,1
137,female,1
138,male,1
139,female,1
140,male,1
141,female,1
142,female,1
143,male,1
144,female,1
145,female,1
146,male,1
147,male,1
148,female,1
149,female,1
150,male,1
151,male,1
152,male,1
153,female,1
154,female,1
155,female,1
156,female,1
157,female,1
158,female,1
159,male,1
160,male,1
161,male,1
162,female,1
163,male,1
164,male,1
165,female,1
166,male,1
167,male,1
168,female,1
169,male,1
170,female,1
171,female,1
172,female,1
173,female,1
174,female,1
175,male,1
176,female,1
177,female,1
178,male,1
179,female,1
180,male,1
181,female,1
182,male,1
183,female,1
184,female,1
185,male,1
186,female,1
187,female,1
188,female,1
189,male,1
190,male,1
191,female,1
192,female,1
193,female,1
194,male,1
195,male,1
196,male,1
197,male,1
198,male,1
199,male,1
200,male,1
201,female,1
202,male,1
203,female,1
204,female,1
205,male,1
206,female,1
207,female,1
208,male,1
209,male,1
210,male,1
211,male,1
212,male,1
213,male,1
214,male,1
215,male,1
216,female,1
217,male,1
218,male,1
219,female,1
220,male,1
221,female,1
222,male,1
223,male,1
224,male,1
225,male,1
226,male,1
227,female,1
228,female,1
229,male,1
230,male,1
231,female,1
232,female,1
233,male,1
234,male,1
235,male,1
236,female,1
237,male,1
238,male,1
239,female,1
