0,gender,1
1,gender,1
2,gender,1
3,gender,0
4,gender,0
5,gender,0
6,gender,0
7,gender,0
8,gender,0
9,gender,0
10,gender,0
11,gender,0
12,gender,0
13,gender,0
14,gender,0
913,gender,0
967,gender,0
1011,gender,0
1030,gender,0
1031,gender,0
1041,gender,0
1108,gender,0
1112,gender,0
1116,gender,0
1142,gender,0
1186,gender,0
1243,gender,0
1255,gender,0
1328,gender,0
1373,gender,0
1412,gender,1
1441,gender,1
1545,gender,1
1655,gender,1
1769,gender,1
1841,gender,0
1866,gender,0
1934,gender,0
2009,gender,1
2087,gender,1
2109,gender,1
2151,gender,0
2263,gender,0
2271,gender,0
2287,gender,0
2305,gender,0
2344,gender,0
2358,gender,0
2359,gender,0
2374,gender,0
2404,gender,0
2459,gender,0
2485,gender,0
2542,gender,0
2569,gender,0
2627,gender,0
2660,gender,0
2672,gender,0
2765,gender,0
2843,gender,0
2866,gender,0
2976,gender,0
3011,gender,0
3057,gender,0
3074,gender,0
3089,gender,0
3145,gender,0
3184,gender,1
3495,gender,1
3562,gender,1
3588,gender,1
3672,gender,1
3718,gender,1
3764,gender,0
3814,gender,0
3830,gender,0
3856,gender,0
3860,gender,0
3876,gender,0
3922,gender,0
3924,gender,0
3926,gender,0
3966,gender,0
3985,gender,0
4001,gender,0
4018,gender,0
4038,gender,0
4042,gender,0
4043,gender,0
4048,gender,0
4208,gender,0
4270,gender,1
4347,gender,1
4376,gender,1
4566,gender,0
4595,gender,0
4603,gender,0
4611,gender,0
4613,gender,0
4866,gender,0
4894,gender,0
4920,gender,0
4942,gender,0
4962,gender,0
4969,gender,0
5006,gender,0
5032,gender,0
5076,gender,0
5082,gender,0
5111,gender,0
5140,gender,0
5144,gender,0
5167,gender,0
5237,gender,0
5256,gender,0
5260,gender,0
5263,gender,0
5355,gender,0
5392,gender,0
5485,gender,0
