1,1193,5
1,914,3
1,1287,5
1,594,4
1,919,4
1,595,5
1,938,4
1,1035,5
1,2791,4
1,2018,4
1,2797,4
1,2321,3
1,720,3
1,1270,5
1,527,5
1,2340,3
1,48,5
1,1097,4
1,745,3
1,2294,4
1,3186,4
1,588,4
1,1907,4
1,1836,5
1,150,5
1,1,5
1,2692,4
1,260,4
1,1028,5
1,1029,5
1,531,4
1,608,4
2,2268,5
2,1103,3
2,2916,3
2,1792,3
2,1213,2
2,2126,3
2,3108,3
2,3035,4
2,1253,3
2,902,2
2,2278,3
2,3471,5
2,3654,3
2,2852,3
2,1945,5
2,982,4
2,2858,4
2,265,4
2,1408,3
2,1084,3
2,3699,2
2,480,5
2,2067,5
2,1193,5
2,1372,3
2,3334,4
2,590,5
2,1196,5
2,736,4
2,1198,4
2,593,5
2,2359,3
2,95,2
2,2571,4
2,3735,3
2,1597,3
2,1954,5
2,1957,5
2,165,3
2,2321,3
2,380,5
2,2501,5
2,349,4
2,1096,4
2,920,5
2,459,3
2,1527,4
2,3418,4
2,780,3
2,2728,3
2,2006,3
2,356,5
2,1247,5
10,2124,3
10,2054,4
10,1253,5
10,720,5
10,3869,3
10,3501,5
10,2997,4
10,3363,5
10,588,4
10,3439,2
10,223,2
10,150,5
10,1,5
10,2497,4
10,2,5
10,2498,4
10,153,3
10,2133,4
10,2135,4
10,2136,4
10,1408,4
10,2138,3
10,2067,3
10,1269,5
10,1196,5
10,590,5
10,1198,5
10,594,5
10,595,5
10,2571,5
10,596,4
10,3447,5
10,597,4
10,2140,5
10,1411,4
10,1270,4
10,1345,3
10,2078,4
10,743,3
10,671,3
10,745,5
10,1921,4
10,1923,5
10,1927,3
10,2657,4
10,316,5
10,317,4
10,248,5
10,2081,5
10,1282,5
10,1283,3
10,2087,5
10,1287,3
10,2599,5
10,329,5
10,3108,5
10,3035,3
10,3039,4
10,902,5
10,904,4
10,1292,5
10,765,4
10,3471,5
10,1947,5
10,260,5
10,2316,4
10,1371,4
10,1372,4
10,912,3
10,914,5
10,1375,4
10,915,5
10,918,5
10,919,5
10,1012,3
10,2826,4
10,1954,3
10,3489,4
10,24,3
10,2321,4
10,920,5
10,924,3
10,3702,3
10,780,5
10,1387,3
10,926,4
10,1020,3
10,1025,4
10,2693,5
10,1028,5
10,1967,5
10,282,5
10,356,5
10,357,5
10,2407,5
10,938,4
10,1030,3
10,1031,4
10,1032,4
10,1035,5
10,48,4
10,3723,4
10,2858,3
10,2423,5
10,3155,5
10,953,5
10,2791,4
10,3668,4
10,2797,5
10,1059,5
10,2501,5
10,527,4
10,62,5
10,2436,5
10,2291,4
10,2294,4
10,3812,4
10,3671,4
10,1203,3
10,1204,4
10,2006,3
10,2946,3
10,898,4
10,2874,5
10,1135,4
10,2948,4
10,1136,4
10,2371,4
10,3247,4
10,1573,5
10,104,3
10,2012,5
10,2015,5
10,1215,4
10,2018,4
10,3688,3
10,2959,3
10,542,4
10,3254,3
10,2529,4
10,1583,4
10,3189,4
10,1220,4
10,2968,4
10,1084,4
10,3699,5
10,480,4
10,2393,4
10,3198,3
10,2100,5
10,1304,3
10,2033,3
10,1233,4
10,2108,5
10,2109,4
10,1097,5
10,2470,5
10,2617,4
10,3347,5
10,203,4
10,1676,4
10,208,4
10,2111,4
10,2041,3
10,1243,5
10,1247,3
10,2049,5
11,2997,4
11,2639,2
11,2136,1
11,663,4
11,590,3
11,2712,1
11,1198,4
11,593,5
11,1916,4
11,597,3
11,3448,4
11,1923,5
11,246,4
11,1358,5
11,2806,1
11,3396,1
11,3552,1
11,778,4
11,2683,4
11,345,4
11,2321,3
11,3129,4
11,2766,4
11,356,5
11,357,1
11,36,3
11,47,3
11,3146,3
11,2858,5
11,441,3
11,2282,4
11,2359,2
11,2791,4
11,1059,4
11,454,2
11,1701,4
11,3160,4
11,2507,1
11,1498,3
11,1136,4
11,531,3
11,608,5
11,3249,1
11,1573,1
11,104,5
11,1213,4
11,2959,5
11,480,4
11,481,5
11,1732,4
11,2539,4
11,1665,2
11,994,5
11,2109,5
11,708,1
11,3418,5
11,1673,3
11,1747,3
12,3362,3
12,1193,4
12,1198,5
12,593,5
12,919,5
12,934,2
12,3658,4
12,1303,4
12,1233,3
12,999,4
12,3785,3
12,1247,3
21,2700,5
21,2701,3
21,585,3
21,588,3
21,3000,5
21,1,3
21,596,1
21,1274,3
21,3053,1
21,2761,3
21,2294,3
21,1645,1
21,2018,1
21,3268,3
21,2394,1
23,1248,2
23,3420,2
23,3793,4
23,2054,4
23,720,4
23,2997,5
23,1258,4
23,3505,4
23,3507,3
23,659,2
23,1909,3
23,3000,4
23,1,4
23,2,2
23,2202,3
23,6,3
23,1407,2
23,2064,4
23,1269,2
23,1196,5
23,2712,5
23,1199,3
23,593,4
23,2642,1
23,2643,1
23,595,3
23,2571,3
23,161,2
23,162,2
23,2140,2
23,1343,2
23,2148,4
23,1274,3
23,671,3
23,745,3
23,2722,3
23,2726,4
23,2657,4
23,316,3
23,317,3
23,319,2
23,3396,3
23,2599,4
23,327,2
23,329,3
23,3108,4
23,187,3
23,904,3
23,3471,5
23,3618,3
23,1876,1
23,260,5
23,11,2
23,2311,4
23,196,4
23,911,5
23,1372,3
23,2176,2
23,1375,3
23,915,3
23,3551,3
23,3556,3
23,3489,2
23,1958,4
23,2322,3
23,3052,5
23,29,3
23,2253,2
23,1527,5
23,2259,2
23,924,2
23,3702,1
23,780,4
23,3634,2
23,2761,3
23,3638,5
23,2692,5
23,1967,2
23,2699,2
23,357,1
23,2407,3
23,2268,3
23,866,4
23,2916,5
23,2917,5
23,431,3
23,47,2
23,2419,2
23,2278,3
23,2858,4
23,52,4
23,2288,3
23,521,2
23,2797,4
23,2502,3
23,3740,5
23,1204,4
23,968,4
23,1060,1
23,2948,4
23,608,4
23,70,4
23,76,3
23,1645,3
23,1573,4
23,2012,4
23,1213,3
23,1215,4
23,610,5
23,2528,4
23,2455,4
23,2529,3
23,1729,3
23,1222,5
23,2968,4
23,3699,5
23,2600,4
23,480,5
23,556,2
23,1805,3
23,2390,2
23,2391,3
23,2393,3
23,2100,4
23,3770,5
23,2108,5
23,1306,5
23,2973,3
23,1097,4
23,2617,5
23,1747,3
23,1748,4
23,1676,3
23,1313,3
23,1243,3
23,1171,2
29,2989,2
29,3793,1
29,2993,5
29,2058,2
29,3366,2
29,1196,4
29,1198,5
29,2571,3
29,1785,3
29,1287,5
29,2660,3
29,1799,5
29,260,5
29,912,2
29,1954,4
29,349,3
29,1527,3
29,3702,5
29,1387,5
29,3633,4
29,3635,3
29,353,4
29,3062,4
29,2916,4
29,3654,3
29,3740,4
29,1204,5
29,1135,3
29,2948,2
29,1215,2
29,610,4
29,2529,5
29,1220,5
29,1222,4
29,3769,3
29,480,4
29,1304,5
29,494,3
29,3418,2
29,2617,3
32,2707,2
32,593,5
32,2571,3
32,1343,3
32,745,4
32,1358,4
32,1296,5
32,266,4
32,3556,4
32,28,3
32,2916,3
32,47,4
32,3079,5
32,2858,4
32,608,4
32,2959,4
32,480,2
32,2108,5
32,3787,4
33,2124,3
33,1253,5
33,2993,5
33,2997,3
33,1258,5
33,581,4
33,3505,4
33,3507,4
33,3362,4
33,3363,4
33,2637,3
33,2565,5
33,223,1
33,150,4
33,2064,2
33,1263,4
33,1266,4
33,1193,5
33,1269,4
33,1196,5
33,590,2
33,1198,5
33,593,5
33,594,3
33,595,3
33,2571,3
33,3016,3
33,1340,4
33,1343,5
33,1270,4
33,1345,2
33,2728,2
33,1785,3
33,316,2
33,319,3
33,1350,3
33,1283,3
33,1358,5
33,1287,3
33,2660,3
33,2664,5
33,3396,2
33,1792,4
33,3397,1
33,902,2
33,904,4
33,907,2
33,1296,2
33,3471,4
33,3546,4
33,3476,3
33,2674,3
33,1945,3
33,1947,3
33,260,5
33,3110,4
33,17,1
33,1372,4
33,912,3
33,2176,3
33,914,5
33,919,4
33,3551,3
33,3552,4
33,1012,3
33,1954,3
33,1017,3
33,1958,3
33,3121,3
33,345,5
33,349,5
33,2186,3
33,924,4
33,1387,4
33,926,3
33,3635,4
33,1028,4
33,3498,5
33,3203,3
33,3204,4
33,36,4
33,3062,3
33,930,4
33,1464,3
33,931,4
33,2268,5
33,866,2
33,1103,4
33,2916,4
33,1035,5
33,431,4
33,47,5
33,2272,2
33,2278,3
33,2921,3
33,2922,3
33,2852,4
33,2926,3
33,3587,3
33,2858,4
33,2423,3
33,2288,4
33,952,3
33,953,4
33,3733,3
33,3735,4
33,2791,4
33,3599,3
33,2797,3
33,527,3
33,454,4
33,3167,3
33,3168,3
33,3671,3
33,1130,4
33,1061,4
33,2948,4
33,1136,4
33,608,4
33,538,2
33,3244,4
33,3827,4
33,3681,3
33,1213,5
33,2959,3
33,3250,3
33,2455,4
33,2529,5
33,3186,3
33,1729,5
33,2459,3
33,1222,4
33,1084,4
33,3699,2
33,480,5
33,3334,3
33,2391,4
33,1301,4
33,3844,5
33,1304,3
33,2109,4
33,1235,3
33,1094,4
33,1096,4
33,3340,4
33,1097,4
33,565,3
33,3418,4
33,569,2
33,1678,2
33,2983,4
33,1247,3
35,3501,3
35,1185,4
35,3508,3
35,3365,4
35,155,3
35,800,4
35,1408,1
35,2065,2
35,1266,4
35,1269,4
35,1196,4
35,1198,4
35,595,2
35,2571,4
35,2078,2
35,2081,2
35,1283,5
35,2087,4
35,1358,5
35,2731,5
35,902,5
35,904,4
35,1292,4
35,1945,5
35,1949,4
35,17,4
35,911,4
35,912,5
35,914,3
35,915,4
35,918,4
35,919,5
35,1013,4
35,1957,3
35,28,4
35,2186,3
35,3566,4
35,2692,4
35,1028,4
35,1029,3
35,3060,4
35,2331,3
35,357,3
35,3061,3
35,36,3
35,863,2
35,938,3
35,1103,5
35,1030,1
35,1035,3
