0	30.2359091167	-97.7951395833
1	30.2691029532	-97.7493953705
2	30.2557309927	-97.7633857727
3	30.2634181234	-97.7575966669
4	30.2742918584	-97.7405226231
5	30.261599404	-97.7585805953
6	30.2679095833	-97.7493124167
7	30.2811204101	-97.7452111244
8	40.6438845363	-73.7828063965
9	40.74137425	-73.9881052167
10	40.741388197	-73.9894545078
11	40.729768314	-73.9985353275
12	40.7285271242	-73.9968681335
13	40.7417466987	-73.993421425
14	40.7341933833	-74.0041635333
15	40.7425115937	-74.0060305595
16	40.7423961659	-74.0075433254
17	40.7358847426	-74.0049684048
18	40.7568799674	-73.9862251282
19	40.7074172208	-74.0113627911
20	40.7071727167	-74.0105454333
21	40.7070708167	-74.0119528667
22	40.705823135	-73.9966964722
23	40.7808054632	-73.9764726162
24	40.7317243329	-74.0033376217
25	40.7308686424	-73.9975655079
26	40.7422010764	-73.9879953861
27	40.7458101407	-73.9882206917
28	40.7484436586	-73.9857316017
29	40.7515076167	-73.9755
30	30.2316497167	-97.8001714167
31	30.2453613167	-97.7790927833
32	30.2448597206	-97.7571630478
33	30.4053040116	-97.8783988953
34	30.2558143993	-97.7634179592
35	30.2643362697	-97.7410461251
36	30.2313745667	-97.79745475
37	30.250617981	-97.7658996582
38	30.3170157639	-97.7195692062
39	30.265405691	-97.7477914095
40	30.2464607667	-97.7507881833
41	30.2698105017	-97.7489702462
42	39.0442360953	-94.6207433939
43	38.9927760833	-94.5952756
44	39.0410529489	-94.5947393775
45	39.0528237667	-94.59031105
46	38.934693546	-94.6297931671
47	39.0573335333	-94.6061795
48	39.0506711667	-94.5980687833
49	37.7662367387	-96.9814789295
50	34.1856460333	-97.1656978333
51	30.2637747742	-97.7706599236
52	30.2668906357	-97.7456858754
53	30.2686964002	-97.7456147969
54	30.3101526622	-97.7401578426
55	30.26485415	-97.7438453833
56	30.2509939667	-97.7489662167
57	30.310959277	-97.74269296
58	30.31104325	-97.74291515
59	30.2662396721	-97.7459084988
60	30.2707337816	-97.7537029982
61	30.2015573297	-97.6671266556
62	37.6163560649	-122.38615036
63	37.7615082532	-122.425766587
64	37.759688872	-122.427177429
65	37.78594785	-122.4106178
66	37.4191867667	-122.212201517
