0	33	1
0	34	1
0	35	1
0	36	1
0	37	1
0	8	2
0	41	1
0	42	1
0	29	1
0	30	1
0	31	1
1	129	2
1	148	3
1	196	1
1	197	1
1	198	1
1	199	1
1	200	1
1	201	1
1	202	1
1	203	1
1	204	1
1	205	1
1	206	1
1	207	1
1	208	1
1	210	2
1	211	1
1	212	1
1	213	1
1	214	1
1	217	1
1	218	1
1	219	1
1	220	1
1	221	1
1	111	1
1	115	3
2	68	2
2	101	1
2	402	1
2	403	2
2	404	2
2	62	1
3	448	1
3	449	1
3	446	1
4	473	1
4	474	1
4	475	1
4	4	1
5	498	1
6	520	1
6	518	1
6	519	1
7	508	1
7	532	1
8	556	1
8	557	1
8	558	1
8	559	1
8	560	1
8	561	1
8	562	1
9	39	1
9	617	1
9	618	1
9	619	1
9	620	1
9	621	1
9	622	1
10	664	1
10	665	1
11	1	1
11	706	1
11	707	1
11	708	2
11	709	1
11	6	1
11	711	1
11	712	1
11	713	1
11	714	1
11	715	1
11	82	1
11	468	1
12	797	1
13	972	1
13	659	1
13	968	1
13	24	1
13	986	1
13	673	1
13	817	2
13	942	1
13	943	1
13	944	1
13	945	1
13	946	1
13	947	1
13	948	1
13	949	1
13	950	1
13	951	1
13	952	1
13	825	2
13	826	2
13	955	1
13	956	1
13	957	1
13	958	1
13	959	1
13	960	1
13	961	1
13	962	1
13	963	1
13	964	2
13	965	1
13	967	1
13	840	2
13	969	2
13	970	1
13	844	2
13	973	1
13	974	1
13	976	1
13	977	1
13	978	1
13	979	1
13	980	1
13	981	1
13	982	1
13	983	1
13	984	1
13	985	1
13	858	3
13	987	1
13	988	1
13	989	1
13	990	1
13	991	1
13	992	2
13	993	1
13	994	1
13	995	1
13	996	1
13	997	1
13	998	1
13	999	1
13	890	2
14	1384	1
14	1385	1
14	1380	2
14	341	3
15	1412	1
15	741	1
16	3	4
16	1430	1
16	1431	1
16	1432	1
16	1434	1
16	1436	1
17	42	1
17	1467	1
17	1468	1
18	1496	1
18	1497	1
18	1026	2
18	61	4
18	1493	2
19	1496	1
19	1499	1
20	1539	3
20	1542	2
20	1543	2
20	783	1
20	1297	2
20	1554	2
20	867	1
20	52	1
20	1557	1
20	1558	1
20	1559	1
20	1561	1
20	61	1
20	1534	3
21	1628	1
21	1629	1
21	1630	1
22	961	1
22	650	1
22	796	1
